condition,run,epoch,episode,row_id,scan,occ
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,2,0.2727
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,3,0.5104
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,4,0.5694
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,5,0.6111
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,6,0.6111
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,7,0.5296
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,8,0.6379
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,9,0.6379
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,10,0.6103
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,11,0.6401
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,12,0.7195
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,13,0.6894
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,14,0.6894
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,15,0.5952
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,16,0.6918
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,17,0.6939
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,18,0.6939
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,19,0.6986
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,20,0.5779
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,21,0.7867
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,22,0.6448
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,23,0.6894
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,24,0.6918
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,25,0.6497
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,26,0.6926
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,27,0.6358
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,28,0.6946
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,29,0.6946
notepad,s8e07n53,4,55,canon-five_plus_four_mixed-1,30,0.6946
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,3,0.3322
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,4,0.3322
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,5,0.3322
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,6,0.5132
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,7,0.5132
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,8,0.5132
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,9,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,10,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,11,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,12,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,13,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,14,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,15,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,16,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,17,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,18,0.6073
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,19,0.6106
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,20,0.6106
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,21,0.6106
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,22,0.6438
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,23,0.6387
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,24,0.6442
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,25,0.6387
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,26,0.6438
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,27,0.3177
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,28,0.3153
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,29,0.3153
notepad,s8e07n53,4,56,canon-five_plus_four_mixed-22,30,0.3153
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,3,0.3322
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,4,0.3322
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,5,0.4512
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,6,0.4512
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,7,0.4512
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,8,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,9,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,10,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,11,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,12,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,13,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,14,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,15,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,16,0.5358
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,17,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,18,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,19,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,20,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,21,0.5436
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,22,0.6634
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,23,0.6634
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,24,0.6634
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,25,0.6634
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,26,0.6634
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,27,0.6536
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,28,0.6634
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,29,0.6634
notepad,s8e07n53,4,57,canon-five_plus_four_mixed-22,30,0.6634
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,3,0.3322
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,4,0.3322
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,5,0.3322
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,6,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,7,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,8,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,9,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,10,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,11,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,12,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,13,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,14,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,15,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,16,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,17,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,18,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,19,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,20,0.5132
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,21,0.5182
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,22,0.5182
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,23,0.5182
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,24,0.5182
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,25,0.5182
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,26,0.5710
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,27,0.6053
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,28,0.6612
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,29,0.6809
notepad,s8e07n53,4,58,canon-five_plus_four_mixed-22,30,0.5596
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,3,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,4,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,5,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,6,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,7,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,8,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,9,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,10,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,11,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,12,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,13,0.3322
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,14,0.4620
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,15,0.4620
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,16,0.4620
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,17,0.5281
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,18,0.5281
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,19,0.5281
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,20,0.5281
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,21,0.5248
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,22,0.5281
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,23,0.5281
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,24,0.2793
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,25,0.2793
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,26,0.2818
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,27,0.2818
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,28,0.2818
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,29,0.2818
notepad,s8e07n53,4,59,canon-five_plus_four_mixed-22,30,0.4966
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,3,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,4,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,5,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,6,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,7,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,8,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,9,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,10,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,11,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,12,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,13,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,14,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,15,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,16,0.3322
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,17,0.4000
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,18,0.5436
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,19,0.5017
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,20,0.5436
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,21,0.5034
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,22,0.5034
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,23,0.5034
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,24,0.7157
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,25,0.6067
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,26,0.6523
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,27,0.5288
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,28,0.6589
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,29,0.6944
notepad,s8e07n53,4,60,canon-five_plus_four_mixed-22,30,0.6944
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,3,0.4730
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,4,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,5,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,6,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,7,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,8,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,9,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,10,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,11,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,12,0.4088
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,13,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,14,0.4831
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,15,0.2897
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,16,0.5133
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,17,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,18,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,19,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,20,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,21,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,22,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,23,0.5133
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,24,0.5133
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,25,0.4227
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,26,0.5033
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,27,0.5133
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,28,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,29,0.5150
notepad,s8e07n53,4,61,canon-five_plus_four_mixed-22,30,0.5150
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,3,0.3322
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,4,0.3322
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,5,0.3322
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,6,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,7,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,8,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,9,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,10,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,11,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,12,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,13,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,14,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,15,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,16,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,17,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,18,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,19,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,20,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,21,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,22,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,23,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,24,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,25,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,26,0.5132
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,27,0.6007
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,28,0.5265
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,29,0.5265
notepad,s8e07n53,4,62,canon-five_plus_four_mixed-22,30,0.6349
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,1,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,2,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,3,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,4,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,5,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,6,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,7,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,8,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,9,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,10,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,11,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,12,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,13,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,14,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,15,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,16,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,17,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,18,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,19,0.3322
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,20,0.2246
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,21,0.3893
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,22,0.3893
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,23,0.3893
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,24,0.3893
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,25,0.3893
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,26,0.3893
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,27,0.3893
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,28,0.5017
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,29,0.6033
notepad,s8e07n53,4,63,canon-five_plus_four_mixed-22,30,0.6033
notepad,s8e07n53,4,64,canon-five_ch_wide-15,1,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,2,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,3,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,4,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,5,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,6,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,7,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,8,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,9,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,10,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,11,0.2842
notepad,s8e07n53,4,64,canon-five_ch_wide-15,12,0.2872
notepad,s8e07n53,4,64,canon-five_ch_wide-15,13,0.2872
notepad,s8e07n53,4,64,canon-five_ch_wide-15,14,0.2872
notepad,s8e07n53,4,64,canon-five_ch_wide-15,15,0.2872
notepad,s8e07n53,4,64,canon-five_ch_wide-15,16,0.2872
notepad,s8e07n53,4,64,canon-five_ch_wide-15,17,0.3980
notepad,s8e07n53,4,64,canon-five_ch_wide-15,18,0.5017
notepad,s8e07n53,4,64,canon-five_ch_wide-15,19,0.5017
notepad,s8e07n53,4,64,canon-five_ch_wide-15,20,0.5017
notepad,s8e07n53,4,64,canon-five_ch_wide-15,21,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,22,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,23,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,24,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,25,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,26,0.6093
notepad,s8e07n53,4,64,canon-five_ch_wide-15,27,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,28,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,29,0.6073
notepad,s8e07n53,4,64,canon-five_ch_wide-15,30,0.6073
notepad,s8e07n53,4,65,canon-five_ch_wide-15,1,0.2842
notepad,s8e07n53,4,65,canon-five_ch_wide-15,2,0.2842
notepad,s8e07n53,4,65,canon-five_ch_wide-15,3,0.2842
notepad,s8e07n53,4,65,canon-five_ch_wide-15,4,0.3763
notepad,s8e07n53,4,65,canon-five_ch_wide-15,5,0.3763
notepad,s8e07n53,4,65,canon-five_ch_wide-15,6,0.3763
notepad,s8e07n53,4,65,canon-five_ch_wide-15,7,0.3797
notepad,s8e07n53,4,65,canon-five_ch_wide-15,8,0.3763
notepad,s8e07n53,4,65,canon-five_ch_wide-15,9,0.3763
notepad,s8e07n53,4,65,canon-five_ch_wide-15,10,0.4696
notepad,s8e07n53,4,65,canon-five_ch_wide-15,11,0.4696
notepad,s8e07n53,4,65,canon-five_ch_wide-15,12,0.4682
notepad,s8e07n53,4,65,canon-five_ch_wide-15,13,0.4682
notepad,s8e07n53,4,65,canon-five_ch_wide-15,14,0.4682
notepad,s8e07n53,4,65,canon-five_ch_wide-15,15,0.5611
notepad,s8e07n53,4,65,canon-five_ch_wide-15,16,0.5611
notepad,s8e07n53,4,65,canon-five_ch_wide-15,17,0.5611
notepad,s8e07n53,4,65,canon-five_ch_wide-15,18,0.5611
notepad,s8e07n53,4,65,canon-five_ch_wide-15,19,0.5611
notepad,s8e07n53,4,65,canon-five_ch_wide-15,20,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,21,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,22,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,23,0.6414
notepad,s8e07n53,4,65,canon-five_ch_wide-15,24,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,25,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,26,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,27,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,28,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,29,0.5828
notepad,s8e07n53,4,65,canon-five_ch_wide-15,30,0.5828
notepad,s8e07n53,4,66,canon-five_ch_wide-15,1,0.2842
notepad,s8e07n53,4,66,canon-five_ch_wide-15,2,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,3,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,4,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,5,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,6,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,7,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,8,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,9,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,10,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,11,0.4102
notepad,s8e07n53,4,66,canon-five_ch_wide-15,12,0.4114
notepad,s8e07n53,4,66,canon-five_ch_wide-15,13,0.4108
notepad,s8e07n53,4,66,canon-five_ch_wide-15,14,0.4108
notepad,s8e07n53,4,66,canon-five_ch_wide-15,15,0.5099
notepad,s8e07n53,4,66,canon-five_ch_wide-15,16,0.4408
notepad,s8e07n53,4,66,canon-five_ch_wide-15,17,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,18,0.4818
notepad,s8e07n53,4,66,canon-five_ch_wide-15,19,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,20,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,21,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,22,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,23,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,24,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,25,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,26,0.3821
notepad,s8e07n53,4,66,canon-five_ch_wide-15,27,0.4818
notepad,s8e07n53,4,66,canon-five_ch_wide-15,28,0.4771
notepad,s8e07n53,4,66,canon-five_ch_wide-15,29,0.5182
notepad,s8e07n53,4,66,canon-five_ch_wide-15,30,0.6741
notepad,s8e07n53,4,67,canon-five_ch_wide-15,1,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,2,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,3,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,4,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,5,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,6,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,7,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,8,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,9,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,10,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,11,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,12,0.2842
notepad,s8e07n53,4,67,canon-five_ch_wide-15,13,0.4020
notepad,s8e07n53,4,67,canon-five_ch_wide-15,14,0.4020
notepad,s8e07n53,4,67,canon-five_ch_wide-15,15,0.5017
notepad,s8e07n53,4,67,canon-five_ch_wide-15,16,0.5017
notepad,s8e07n53,4,67,canon-five_ch_wide-15,17,0.5017
